"chimp_id","year","network_sex","behavior","network_type","bt","ec","deg_in","deg_out","sex","mother_id","father_id","dobc","dfs","dls","age_mid_year","avg_rank","rank_class","days_cycling","days_obs","prop_cyc"
"OT",2017,"female","grooming","directed",6,0,0.78406697402084,0.790862496387888,"F","OU","ST",1998-02-13,1998-02-13,NA,19.378507871321,0.547764564328767,"med",0,188,0
"OU",2017,"female","grooming","directed",0,0,1.35635188114726,0,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,37.5468856947296,1,"hi",0,97,0
"PO",2017,"female","grooming","directed",1,0,0.282485875706215,0.395256916996047,"F",NA,NA,1998-03-04,2011-03-01,NA,19.3264887063655,0.409891113369863,"med",58,192,0.302083333333333
"QT",2017,"female","grooming","directed",0,0,0.185873605947955,0.185873605947955,"F",NA,NA,1992-06-20,2005-06-17,NA,25.0294318959617,0.724383561580822,"hi",13,238,0.0546218487394958
"TG",2017,"female","grooming","directed",0,0,0.824058340932354,0,"F",NA,NA,1980-05-17,1993-05-14,NA,37.1225188227242,0.960138491852055,"hi",0,223,0
"UM",2017,"female","grooming","directed",0,0,2.0173507015423,0,"F",NA,NA,1982-12-31,1995-12-28,NA,34.4996577686516,0.830743138219178,"hi",0,185,0
"WA",2017,"female","grooming","directed",0,0,0,0.171821305841924,"F",NA,NA,1991-11-29,2004-11-25,NA,25.5879534565366,0.0847759544657534,"lo",0,196,0
"WL",2017,"female","grooming","directed",0,0,0.163132137030995,0,"F",NA,NA,1992-10-27,2005-10-24,NA,24.6762491444216,0.876810677865753,"hi",3,227,0.013215859030837
"AJ",2010,"male","grooming","directed",10,0.558744161257143,7.08439376604492,8.37417210531068,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,35.9972621492129,0.723051332009589,"hi",NA,NA,NA
"BB",2010,"male","grooming","directed",13,1,12.6692240169126,9.20965269960596,"M",NA,NA,1966-07-02,1983-07-02,NA,43.9972621492129,0.817528225156164,"hi",NA,NA,NA
"ES",2010,"male","grooming","directed",7,0.0251275098214747,0.217864923747277,0.142045454545455,"M","EK","AJ",1994-07-02,1996-03-03,NA,15.9972621492129,0.350666867552055,"med",NA,NA,NA
"KK",2010,"male","grooming","directed",2,0.721494059292259,8.20965370087188,9.61684016566423,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,24.9609856262834,1,"hi",NA,NA,NA
"LK",2010,"male","grooming","directed",1,0.618923213586748,8.03815274850908,12.3511711411796,"M","LP",NA,1983-07-02,1983-07-02,NA,26.9979466119097,0.912625319830137,"hi",NA,NA,NA
"MS",2010,"male","grooming","directed",6,0.797156928650245,9.97128921007767,12.0293929756099,"M","FG",NA,1975-07-02,1983-07-02,2010-10-29,34.9979466119097,0.828304528971514,"hi",NA,NA,NA
"PB",2010,"male","grooming","directed",22,0.222076076454177,2.27694351537554,4.37981801395453,"M","PU",NA,1995-01-24,1995-02-24,NA,15.4332648870637,0.264272166346575,"lo",NA,NA,NA
"PG",2010,"male","grooming","directed",0,0.918897704333262,13.0461959989369,7.57880169811418,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,21.6344969199179,0.625560740508219,"med",NA,NA,NA
"ST",2010,"male","grooming","directed",22,0.739916023043483,8.56074414703318,5.89766347842057,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,54.9979466119097,0.470200210821918,"med",NA,NA,NA
"TU",2010,"male","grooming","directed",1,0.637521847815579,6.52484136413895,7.1385169589077,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,49.9958932238193,0.59687942170137,"med",NA,NA,NA
"YB",2010,"male","grooming","directed",33,0.663527177602723,7.56220993914615,7.44343863948136,"M",NA,NA,1973-07-02,1983-07-02,NA,36.9965776865161,0.449632696439726,"med",NA,NA,NA
"AJ",2011,"male","grooming","directed",14,0.0471157746983205,3.69596455000949,1.28395936687928,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,36.9965776865161,0.830528375750685,"hi",NA,NA,NA
"BB",2011,"male","grooming","directed",10,0.156444765328855,9.00822989872943,3.74637873360612,"M",NA,NA,1966-07-02,1983-07-02,NA,44.9965776865161,0.813111546109589,"hi",NA,NA,NA
"ES",2011,"male","grooming","directed",0,7.1044719308742e-18,0,0.420168067226891,"M","EK","AJ",1994-07-02,1996-03-03,NA,16.9965776865161,0.61487279839452,"med",NA,NA,NA
"KK",2011,"male","grooming","directed",8,0.181230511053105,3.64857024927047,6.52326579359055,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,25.9603011635866,1,"hi",NA,NA,NA
"LK",2011,"male","grooming","directed",11,0.0448076871905001,1.75907248905123,10.1446297705317,"M","LP",NA,1983-07-02,1983-07-02,NA,27.9972621492129,0.928571429,"hi",NA,NA,NA
"PB",2011,"male","grooming","directed",0,0.932527750385822,6.54545454545455,7.27272727272727,"M","PU",NA,1995-01-24,1995-02-24,NA,16.4325804243669,0.285714286,"lo",NA,NA,NA
"PG",2011,"male","grooming","directed",27,1,10.559610731207,8.84501334280129,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,22.6338124572211,0.683365949019178,"hi",NA,NA,NA
"ST",2011,"male","grooming","directed",0,0.12548690265855,8.37733763173118,4.87085437423229,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,55.9972621492129,0.497847358134247,"med",NA,NA,NA
"TJ",2011,"male","grooming","directed",18,0.0463644081974671,2.22136279294992,6.28264469116606,"M","TG","AJ",1995-08-13,1995-08-13,NA,15.8822724161533,0.357142857,"med",NA,NA,NA
"TU",2011,"male","grooming","directed",19,0.135951507907508,3.62764142876858,2.44334748905411,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,50.9952087611225,0.596477494879452,"med",NA,NA,NA
"YB",2011,"male","grooming","directed",19,0.217747756164903,7.55001940507782,5.16027482043413,"M",NA,NA,1973-07-02,1983-07-02,NA,37.9958932238193,0.466144814293151,"med",NA,NA,NA
"AJ",2012,"male","grooming","directed",19,0.437470583649606,7.72624434531399,6.05526118860113,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,37.9986310746064,0.884400208125683,"hi",NA,NA,NA
"BB",2012,"male","grooming","directed",19,0.2524922272842,7.12182996277039,2.09245180527175,"M",NA,NA,1966-07-02,1983-07-02,NA,45.9986310746064,0.787861046300547,"hi",NA,NA,NA
"ES",2012,"male","grooming","directed",0,0.201506179467648,2.22222222222222,0.452488687782805,"M","EK","AJ",1994-07-02,1996-03-03,NA,17.9986310746064,0.717148061117486,"hi",NA,NA,NA
"KK",2012,"male","grooming","directed",11,0.468119697968295,5.79736468316257,9.07358537506761,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,26.9623545516769,1,"hi",NA,NA,NA
"LK",2012,"male","grooming","directed",16,0.570395806867404,11.1297494477973,11.1348485380456,"M","LP",NA,1983-07-02,1983-07-02,NA,28.9993155373032,0.903460838174863,"hi",NA,NA,NA
"PB",2012,"male","grooming","directed",16,0.800032291293554,8.54958939062708,8.65302445815868,"M","PU",NA,1995-01-24,1995-02-24,NA,17.4346338124572,0.295784543532787,"lo",NA,NA,NA
